2-Apr,12:46:28,68.36°F,45.20%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:30,68.36°F,45.20%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:32,68.36°F,45.20%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:34,68.18°F,45.10%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:36,68.36°F,45.20%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:38,68.36°F,45.10%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:40,68.18°F,44.90%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:42,68.36°F,44.90%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:44,68.36°F,44.90%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:46,68.36°F,44.80%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:48,68.18°F,44.70%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:50,68.36°F,44.80%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:52,68.36°F,44.70%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:54,68.36°F,44.70%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:56,68.18°F,44.60%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:46:58,68.36°F,44.80%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:01,68.36°F,44.80%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:03,68.36°F,44.80%,68°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:05,68.36°F,44.80%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:07,68.36°F,44.90%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:09,68.36°F,44.90%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:11,68.36°F,44.90%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:13,68.36°F,44.90%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:15,68.18°F,44.80%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:17,68.36°F,44.90%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:19,68.36°F,44.90%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:21,68.36°F,45.00%,68°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:23,68.36°F,45.00%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:25,68.18°F,44.90%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:27,68.36°F,45.00%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:29,68.36°F,45.00%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:31,68.36°F,45.00%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:33,68.36°F,45.00%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:35,68.36°F,45.00%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:37,68.36°F,45.00%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:39,68.36°F,45.00%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:41,68.18°F,44.90%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:43,68.18°F,44.90%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:45,68.36°F,45.00%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:47,68.36°F,45.00%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:49,68.36°F,45.00%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:51,68.36°F,45.00%,67°F (Wall),69°F (Ambient2),Cold
2-Apr,12:47:53,68.36°F,44.90%,68°F (Wall),69°F (Ambient2),Cold
